date,campaign_id,channel,segment,discount_rate,impressions,clicks,sessions,add_to_cart,purchases,ad_spend,aov,revenue,ctr,cvr,roas
2025-01-02,C01011,Email,Returning,0.3102,34081,2323,2204,265,167,0.0,93.51,15616.14,0.06816114550629383,0.07577132486388385,
2025-01-02,C01011,Affiliate,New,0.3102,42539,971,833,117,27,137.4,63.25,1707.65,0.022826112508521592,0.03241296518607443,12.428311499272198
2025-01-02,C01011,Affiliate,Returning,0.3102,28359,567,501,49,15,89.08,67.75,1016.31,0.01999365280863218,0.029940119760479042,11.408958239784463
2025-01-03,C01021,Paid Search,New,0.1948,159836,3392,3203,327,86,4554.79,93.57,8047.02,0.021221752296103506,0.026849828285981894,1.7667159188458745
2025-01-03,C01021,Paid Search,Returning,0.1948,68501,1537,1426,104,66,2587.56,73.04,4820.9,0.022437628647756967,0.04628330995792426,1.8631065559832427
2025-01-03,C01023,Paid Social,New,0.1948,250535,3397,3024,309,56,3312.05,79.14,4432.04,0.013558983774722094,0.018518518518518517,1.3381561268700652
2025-01-03,C01023,Paid Social,Returning,0.1948,107372,1705,1524,168,38,1931.16,72.75,2764.56,0.015879372648362703,0.024934383202099737,1.431554091841173
2025-01-03,C01024,TikTok,New,0.1948,327651,3281,2916,332,37,2240.34,86.82,3212.48,0.010013703605360582,0.012688614540466393,1.4339252077809617
2025-01-03,C01024,TikTok,Returning,0.1948,140421,1417,1180,113,17,1019.34,76.98,1308.69,0.010091083242534948,0.01440677966101695,1.283860144799576
2025-01-03,C01023,Email,New,0.1948,12508,826,820,124,40,0.0,90.26,3610.21,0.0660377358490566,0.04878048780487805,
2025-01-03,C01023,Email,Returning,0.1948,37526,2187,2109,236,180,0.0,97.3,17514.38,0.05827959281564782,0.08534850640113797,
2025-01-03,C01023,Affiliate,New,0.1948,45438,750,664,67,23,114.45,66.29,1524.7,0.016506008186980062,0.03463855421686747,13.321974661424203
2025-01-03,C01023,Affiliate,Returning,0.1948,30292,624,545,53,21,96.95,72.94,1531.82,0.020599498217351117,0.03853211009174312,15.800103145951521
2025-01-04,C01031,Paid Search,New,0.2836,179306,3351,2988,322,108,7427.28,81.24,8774.46,0.018688722072880998,0.03614457831325301,1.181382686528581
2025-01-04,C01031,Paid Search,Returning,0.2836,76845,1795,1712,189,81,3089.98,78.38,6348.55,0.023358709089726072,0.04731308411214953,2.054560223690768
2025-01-04,C01036,Paid Social,New,0.2836,225754,2902,2511,361,54,3256.21,53.37,2882.02,0.01285470024894354,0.021505376344086023,0.8850841929728119
2025-01-04,C01036,Paid Social,Returning,0.2836,96751,1052,910,90,30,1025.59,67.21,2016.23,0.010873272627673099,0.03296703296703297,1.9659220546222176
2025-01-04,C01031,TikTok,New,0.2836,310385,3142,2722,230,33,2338.82,85.58,2824.24,0.01012291186751937,0.012123438648052902,1.2075491059594152
2025-01-04,C01031,TikTok,Returning,0.2836,133022,1139,985,113,14,788.15,61.62,862.68,0.008562493422140698,0.014213197969543147,1.0945632176616127
2025-01-04,C01036,Email,New,0.2836,11971,864,789,69,38,0.0,72.87,2769.05,0.07217442151867012,0.048162230671736375,
2025-01-04,C01036,Email,Returning,0.2836,35914,2475,2257,316,218,0.0,97.83,21326.93,0.06891462939243749,0.09658839167035889,
2025-01-04,C01036,Affiliate,New,0.2836,45693,1029,904,102,29,153.43,65.17,1889.96,0.022519860810189744,0.032079646017699116,12.318060353255555
2025-01-04,C01036,Affiliate,Returning,0.2836,30462,389,338,24,12,50.01,96.08,1152.98,0.012770008535224213,0.03550295857988166,23.054989002199562
2025-01-05,C01045,Paid Search,New,0.2236,176689,3278,3130,244,105,5349.2,83.69,8787.8,0.01855237168131576,0.03354632587859425,1.6428250953413595
2025-01-05,C01045,Paid Search,Returning,0.2236,75723,1556,1434,143,57,2884.45,91.34,5206.47,0.0205485783711686,0.0397489539748954,1.805013087417012
2025-01-05,C01041,Paid Social,New,0.2236,206458,3359,2759,302,57,3307.33,77.67,4427.33,0.01626965290761317,0.020659659296846683,1.3386417442468699
2025-01-05,C01041,Paid Social,Returning,0.2236,88482,1141,987,113,27,1115.04,84.61,2284.39,0.012895278135666011,0.02735562310030395,2.0487067728511983
2025-01-05,C01041,TikTok,New,0.2236,301981,3433,3036,246,40,2582.68,61.05,2442.07,0.011368264890837502,0.013175230566534914,0.9455565536574412
2025-01-05,C01041,TikTok,Returning,0.2236,129420,1518,1304,160,21,1120.73,66.35,1393.37,0.011729253592953176,0.016104294478527608,1.2432700115103548
2025-01-05,C01040,Email,New,0.2236,10832,697,685,78,41,0.0,95.56,3918.16,0.06434638109305761,0.059854014598540145,
2025-01-05,C01040,Email,Returning,0.2236,32496,2304,2167,206,196,0.0,91.9,18012.31,0.07090103397341212,0.0904476234425473,
2025-01-05,C01041,Affiliate,New,0.2236,42348,1029,895,108,21,163.98,85.27,1790.67,0.024298668177954095,0.02346368715083799,10.92005122575924
2025-01-05,C01041,Affiliate,Returning,0.2236,28232,597,537,53,18,98.28,76.11,1369.92,0.02114621705865684,0.0335195530726257,13.93894993894994
2025-01-06,C01052,Paid Search,New,0.2412,146949,3378,3050,313,89,5130.81,80.65,7177.87,0.022987567115121572,0.029180327868852458,1.398974041135805
2025-01-06,C01052,Paid Search,Returning,0.2412,62978,1314,1218,84,42,2057.52,76.6,3217.28,0.020864428848169202,0.034482758620689655,1.563668882927019
2025-01-06,C01050,Paid Social,New,0.2412,223768,3429,3105,302,64,3593.78,64.01,4096.76,0.015323906903578707,0.020611916264090178,1.1399584838248307
2025-01-06,C01050,Paid Social,Returning,0.2412,95900,1226,1090,117,28,1273.3,95.47,2673.18,0.01278415015641293,0.025688073394495414,2.099410979345009
2025-01-06,C01055,TikTok,New,0.2412,277440,3281,2782,272,34,2119.16,66.9,2274.45,0.011825980392156862,0.012221423436376708,1.073279035089375
2025-01-06,C01055,TikTok,Returning,0.2412,118903,1311,1147,134,22,847.28,93.0,2046.04,0.011025794134714852,0.01918047079337402,2.414833349069965
2025-01-06,C01054,Email,New,0.2412,11249,757,757,61,33,0.0,75.61,2495.02,0.06729487065516934,0.043593130779392336,
2025-01-06,C01054,Email,Returning,0.2412,33747,2099,1946,203,173,0.0,108.69,18803.17,0.062198121314487216,0.08890030832476875,
2025-01-06,C01053,Affiliate,New,0.2412,41065,733,670,90,15,104.79,88.29,1324.42,0.017849750395714112,0.022388059701492536,12.638801412348506
2025-01-06,C01053,Affiliate,Returning,0.2412,27376,440,413,50,15,62.04,66.02,990.31,0.016072472238457043,0.03631961259079903,15.96244358478401
2025-01-07,C01066,Paid Search,New,0.2503,152198,3575,3174,317,104,6127.04,82.89,8620.75,0.023489139147689193,0.03276622558286074,1.4070007703556693
2025-01-07,C01066,Paid Search,Returning,0.2503,65228,1258,1099,114,54,2325.02,75.82,4094.06,0.0192861961120991,0.04913557779799818,1.7608708742290389
2025-01-07,C01066,Paid Social,New,0.2503,230138,3428,3023,401,86,3949.11,71.12,6116.2,0.014895410579739114,0.02844856103208733,1.5487540230583599
2025-01-07,C01066,Paid Social,Returning,0.2503,98631,1393,1283,143,33,1205.41,90.26,2978.69,0.014123348642921597,0.025720966484801246,2.4711011191212946
2025-01-07,C01066,TikTok,New,0.2503,254152,2173,1851,236,25,1768.83,66.28,1656.94,0.00855000157386131,0.01350621285791464,0.9367434971139115
2025-01-07,C01066,TikTok,Returning,0.2503,108922,1017,822,86,13,564.72,70.73,919.47,0.009336956721323515,0.015815085158150853,1.6281874203144922
2025-01-07,C01063,Email,New,0.2503,10885,616,597,47,33,0.0,75.99,2507.64,0.05659163987138264,0.05527638190954774,
2025-01-07,C01063,Email,Returning,0.2503,32655,2140,2094,225,163,0.0,84.1,13708.87,0.06553360894196907,0.0778414517669532,
2025-01-07,C01066,Affiliate,New,0.2503,44719,785,693,94,16,109.51,76.41,1222.56,0.017554059795612604,0.023088023088023088,11.16391197150945
2025-01-07,C01066,Affiliate,Returning,0.2503,29813,604,541,59,20,85.79,89.06,1781.3,0.02025961828732432,0.036968576709796676,20.76349224851381
2025-01-08,C01071,Paid Search,New,0.0,149499,2164,1892,223,67,3662.03,87.67,5873.87,0.014475013210790708,0.0354122621564482,1.6039928673440687
2025-01-08,C01071,Paid Search,Returning,0.0,64071,1329,1329,109,55,1784.81,87.04,4787.45,0.020742613662967646,0.04138449962377728,2.6823303320801655
2025-01-08,C01074,Paid Social,New,0.0,224653,2451,2052,130,32,2800.44,102.23,3271.41,0.010910159223335544,0.015594541910331383,1.1681771435917212
2025-01-08,C01074,Paid Social,Returning,0.0,96279,1154,1066,72,26,1277.0,107.63,2798.41,0.01198599902367079,0.024390243902439025,2.191393891934221
2025-01-08,C01074,TikTok,New,0.0,248703,2430,2025,209,14,1463.1,95.09,1331.32,0.009770690341491658,0.006913580246913581,0.9099309684915591
2025-01-08,C01074,TikTok,Returning,0.0,106587,1137,955,69,12,799.76,73.76,885.12,0.010667342171184103,0.012565445026178011,1.1067320196058819
2025-01-08,C01073,Email,New,0.0,9895,612,580,38,24,0.0,88.31,2119.49,0.06184941889843355,0.041379310344827586,
2025-01-08,C01073,Email,Returning,0.0,29686,1888,1738,173,130,0.0,86.99,11308.17,0.06359900289698849,0.07479861910241657,
2025-01-08,C01072,Affiliate,New,0.0,41318,794,696,36,11,122.19,88.68,975.49,0.01921680623457089,0.015804597701149427,7.983386529175874
2025-01-08,C01072,Affiliate,Returning,0.0,27545,442,406,33,10,61.98,82.39,823.9,0.016046469413686693,0.024630541871921183,13.292997741206841
2025-01-09,C01085,Paid Search,New,0.0,147031,2804,2664,270,67,4724.09,78.86,5283.82,0.019070808196910857,0.02515015015015015,1.118484194839641
2025-01-09,C01085,Paid Search,Returning,0.0,63013,1478,1250,120,39,2452.57,94.57,3688.21,0.023455477441162935,0.0312,1.5038143661546866
2025-01-09,C01080,Paid Social,New,0.0,217046,2631,2302,207,51,2648.77,88.74,4525.54,0.012121854353455029,0.022154648132059078,1.7085439656897352
2025-01-09,C01080,Paid Social,Returning,0.0,93019,1050,910,69,24,1331.31,95.3,2287.15,0.011288016426751524,0.026373626373626374,1.7179695187446953
2025-01-09,C01085,TikTok,New,0.0,300176,2884,2584,114,24,1641.12,65.92,1582.06,0.009607696817866851,0.009287925696594427,0.9640123817880473
2025-01-09,C01085,TikTok,Returning,0.0,128646,1232,1060,97,18,933.93,80.21,1443.76,0.009576667754924367,0.016981132075471698,1.5458974441339288
2025-01-09,C01082,Email,New,0.0,9028,556,541,58,15,0.0,97.46,1461.97,0.061586176340274704,0.027726432532347505,
2025-01-09,C01082,Email,Returning,0.0,27085,1748,1748,157,132,0.0,99.09,13079.4,0.06453756691895883,0.07551487414187644,
2025-01-09,C01083,Affiliate,New,0.0,48095,776,700,66,16,128.48,91.54,1464.59,0.016134733340264062,0.022857142857142857,11.399361768368617
2025-01-09,C01083,Affiliate,Returning,0.0,32063,541,482,36,13,87.29,98.27,1277.55,0.016873031219786047,0.026970954356846474,14.635697101615303
2025-01-10,C01096,Paid Search,New,0.0,161194,3748,3494,242,134,4930.14,77.71,10413.6,0.023251485787312183,0.0383514596451059,2.1122321069989898
2025-01-10,C01096,Paid Search,Returning,0.0,69083,1629,1530,138,54,3243.86,85.35,4608.64,0.023580330906301118,0.03529411764705882,1.4207271583853804
2025-01-10,C01091,Paid Social,New,0.0,219361,2666,2404,215,47,2931.28,77.46,3640.4,0.012153482159545224,0.019550748752079867,1.2419147949018858
2025-01-10,C01091,Paid Social,Returning,0.0,94012,1382,1271,95,39,1432.85,82.5,3217.65,0.014700251031783176,0.03068450039339103,2.245629340126322
2025-01-10,C01096,TikTok,New,0.0,268337,3035,2456,200,33,1909.48,71.73,2367.13,0.011310404454100626,0.013436482084690555,1.2396725810168214
2025-01-10,C01096,TikTok,Returning,0.0,115001,921,814,48,11,623.05,69.45,763.94,0.008008626011947722,0.013513513513513514,1.2261295241152397
2025-01-10,C01093,Email,New,0.0,11893,691,625,49,25,0.0,67.11,1677.78,0.058101404187337086,0.04,
2025-01-10,C01093,Email,Returning,0.0,35680,2081,2020,217,186,0.0,100.99,18784.35,0.05832399103139013,0.09207920792079208,
2025-01-10,C01091,Affiliate,New,0.0,52189,946,851,75,21,133.76,86.76,1821.88,0.01812642510873939,0.024676850763807285,13.620514354066987
2025-01-10,C01091,Affiliate,Returning,0.0,34792,585,525,37,15,85.51,95.56,1433.46,0.016814210163255922,0.02857142857142857,16.7636533738744
2025-01-11,C01100,Paid Search,New,0.0,135941,3074,2942,229,50,4226.13,86.45,4322.28,0.022612751119971165,0.01699524133242692,1.0227513114835558
2025-01-11,C01100,Paid Search,Returning,0.0,58260,1056,936,97,42,1811.53,109.32,4591.25,0.01812564366632338,0.04487179487179487,2.5344598212560654
2025-01-11,C01102,Paid Social,New,0.0,224058,2519,2253,223,30,2545.81,82.96,2488.7,0.011242624677538851,0.013315579227696404,0.9775670611711007
2025-01-11,C01102,Paid Social,Returning,0.0,96025,1250,1116,120,26,1393.34,81.59,2121.32,0.013017443374121323,0.023297491039426525,1.5224711843484005
2025-01-11,C01100,TikTok,New,0.0,314341,3026,2631,272,19,2007.48,74.15,1408.87,0.009626488431353213,0.007221588749524895,0.7018102297407695
2025-01-11,C01100,TikTok,Returning,0.0,134717,1516,1271,68,13,925.32,88.46,1149.98,0.011253219712434214,0.010228166797797011,1.242791682877275
2025-01-11,C01104,Email,New,0.0,13295,598,598,49,27,0.0,88.63,2393.03,0.044979315532154944,0.0451505016722408,
2025-01-11,C01104,Email,Returning,0.0,39885,2382,2341,206,176,0.0,100.04,17607.72,0.05972169988717563,0.07518154634771465,
2025-01-11,C01102,Affiliate,New,0.0,49491,708,608,53,17,106.4,86.36,1468.12,0.014305631326907922,0.027960526315789474,13.798120300751878
2025-01-11,C01102,Affiliate,Returning,0.0,32994,618,546,48,15,96.48,84.72,1270.74,0.01873067830514639,0.027472527472527472,13.171019900497512
2025-01-12,C01116,Paid Search,New,0.0,157059,3319,3078,364,104,4332.82,100.3,10431.58,0.02113218599379851,0.03378817413905133,2.4075728970970407
2025-01-12,C01116,Paid Search,Returning,0.0,67311,1139,1026,97,37,1856.44,89.34,3305.67,0.016921454145681983,0.036062378167641324,1.780650061407856
2025-01-12,C01111,Paid Social,New,0.0,194385,2161,1810,104,26,2508.13,75.6,1965.63,0.011117112945957764,0.014364640883977901,0.7837033965544051
2025-01-12,C01111,Paid Social,Returning,0.0,83307,885,848,75,22,994.33,83.82,1843.96,0.010623356980805935,0.025943396226415096,1.8544748725272293
2025-01-12,C01114,TikTok,New,0.0,243268,2468,2312,249,23,1721.56,68.97,1586.27,0.010145189667362744,0.009948096885813149,0.9214142986593555
2025-01-12,C01114,TikTok,Returning,0.0,104258,1264,1063,105,18,940.76,76.78,1381.96,0.01212376987857047,0.016933207902163686,1.4689825247672095
2025-01-12,C01115,Email,New,0.0,10857,700,632,50,23,0.0,93.34,2146.72,0.06447453255963895,0.03639240506329114,
2025-01-12,C01115,Email,Returning,0.0,32571,1995,1815,176,141,0.0,109.28,15408.18,0.06125080593165699,0.07768595041322314,
2025-01-12,C01112,Affiliate,New,0.0,44170,838,752,70,13,129.11,90.28,1173.6,0.018972153045053203,0.017287234042553192,9.089923321198976
2025-01-12,C01112,Affiliate,Returning,0.0,29447,448,388,32,14,67.39,101.32,1418.41,0.015213773898869154,0.03608247422680412,21.04778156996587
2025-01-13,C01126,Paid Search,New,0.0,169556,3181,2935,223,76,5202.66,87.07,6617.19,0.01876076340560051,0.025894378194207836,1.271885919894823
2025-01-13,C01126,Paid Search,Returning,0.0,72666,1369,1311,106,40,2507.35,92.2,3688.11,0.018839622381856713,0.03051106025934401,1.4709194966797616
2025-01-13,C01121,Paid Social,New,0.0,231415,3120,2606,267,49,3625.05,86.18,4222.96,0.013482272108549576,0.018802762854950115,1.1649384146425565
2025-01-13,C01121,Paid Social,Returning,0.0,99177,1116,1029,79,34,1342.11,87.94,2990.13,0.011252608971838229,0.03304178814382896,2.227932136710106
2025-01-13,C01120,TikTok,New,0.0,315798,2959,2507,145,24,1863.31,66.81,1603.52,0.009369913678997335,0.009573195053849222,0.8605760716144925
2025-01-13,C01120,TikTok,Returning,0.0,135342,1228,1054,122,15,944.21,72.42,1086.25,0.009073310576169998,0.014231499051233396,1.1504326368074898
2025-01-13,C01121,Email,New,0.0,10766,642,622,57,20,0.0,95.74,1914.89,0.05963217536689578,0.03215434083601286,
2025-01-13,C01121,Email,Returning,0.0,32299,2005,2005,149,136,0.0,97.45,13253.01,0.0620762252701322,0.06783042394014963,
2025-01-13,C01120,Affiliate,New,0.0,42772,879,828,56,18,124.57,92.91,1672.45,0.02055082764425325,0.021739130434782608,13.425784699365819
2025-01-13,C01120,Affiliate,Returning,0.0,28514,552,500,57,12,77.73,112.46,1349.51,0.019358911411937997,0.024,17.36150778335263
2025-01-14,C01133,Paid Search,New,0.0,158048,3287,3088,251,121,4533.79,82.18,9943.42,0.020797479246811097,0.0391839378238342,2.1931805399014954
2025-01-14,C01133,Paid Search,Returning,0.0,67734,1235,1134,84,51,1972.75,98.84,5040.73,0.018233088257005346,0.04497354497354497,2.5551793182106195
2025-01-14,C01131,Paid Social,New,0.0,244718,3827,3306,350,53,4760.42,92.18,4885.48,0.0156384082903587,0.01603145795523291,1.0262707912327063
2025-01-14,C01131,Paid Social,Returning,0.0,104879,1346,1169,125,31,1484.99,100.6,3118.75,0.012833837088454314,0.026518391787852865,2.1001824928113995
2025-01-14,C01133,TikTok,New,0.0,298465,3403,3067,250,35,2669.5,77.47,2711.35,0.011401671887826044,0.011411803064884252,1.0156770930885934
2025-01-14,C01133,TikTok,Returning,0.0,127913,1153,1004,85,13,822.52,95.18,1237.4,0.009013939161774018,0.012948207171314742,1.5044011087876283
2025-01-14,C01130,Email,New,0.0,10766,540,525,67,26,0.0,91.0,2366.06,0.050157904514211406,0.049523809523809526,
2025-01-14,C01130,Email,Returning,0.0,32298,1995,1989,180,145,0.0,109.76,15915.05,0.06176853055916775,0.07290095525389644,
2025-01-14,C01131,Affiliate,New,0.0,42520,783,729,63,15,131.49,81.2,1217.98,0.01841486359360301,0.0205761316872428,9.262909726975435
2025-01-14,C01131,Affiliate,Returning,0.0,28346,416,367,42,12,58.94,93.84,1126.11,0.014675791998871092,0.0326975476839237,19.106040040719375
2025-01-15,C01143,Paid Search,New,0.0,154068,2268,2116,136,54,3717.27,97.24,5251.15,0.014720772645844692,0.02551984877126654,1.4126361550277489
2025-01-15,C01143,Paid Search,Returning,0.0,66029,1231,1085,106,44,2333.31,95.61,4206.76,0.018643323388208212,0.04055299539170507,1.802915172008863
2025-01-15,C01141,Paid Social,New,0.0,229422,2249,1932,173,34,2444.59,82.95,2820.22,0.009802895973359137,0.017598343685300208,1.1536576685660989
2025-01-15,C01141,Paid Social,Returning,0.0,98323,1002,925,99,22,1100.16,95.83,2108.2,0.01019090141675905,0.023783783783783784,1.916266724840023
2025-01-15,C01143,TikTok,New,0.0,319098,3362,2956,262,38,2332.28,83.09,3157.42,0.010535948204000025,0.012855209742895805,1.3537911400003428
2025-01-15,C01143,TikTok,Returning,0.0,136756,1603,1346,113,23,1136.47,68.09,1566.12,0.0117216063646202,0.017087667161961365,1.3780566139009387
2025-01-15,C01145,Email,New,0.0,11370,751,698,32,27,0.0,89.56,2418.04,0.06605101143359718,0.03868194842406877,
2025-01-15,C01145,Email,Returning,0.0,34110,1657,1611,150,132,0.0,94.01,12409.35,0.048578129580768105,0.08193668528864059,
2025-01-15,C01141,Affiliate,New,0.0,49219,762,720,58,21,116.68,88.47,1857.85,0.015481826124057782,0.029166666666666667,15.922608844703461
2025-01-15,C01141,Affiliate,Returning,0.0,32812,445,397,25,11,78.75,91.69,1008.58,0.01356211142265025,0.027707808564231738,12.80736507936508
2025-01-16,C01155,Paid Search,New,0.0,155349,3320,3193,275,106,5682.9,83.69,8871.21,0.02137123509002311,0.03319761979329784,1.5610357387953333
2025-01-16,C01155,Paid Search,Returning,0.0,66578,1394,1319,139,52,2524.23,91.25,4744.88,0.020937847336958155,0.039423805913570885,1.8797336217381142
2025-01-16,C01150,Paid Social,New,0.0,238385,3573,3070,273,74,3570.11,78.85,5834.59,0.01498835916689389,0.024104234527687295,1.6342885793434936
2025-01-16,C01150,Paid Social,Returning,0.0,102165,1178,1051,77,28,1501.88,92.16,2580.38,0.011530367542700534,0.02664129400570885,1.7180999813566995
2025-01-16,C01156,TikTok,New,0.0,327668,3448,2969,288,31,2351.48,65.77,2038.93,0.010522846295640709,0.010441226002020883,0.8670837089832787
2025-01-16,C01156,TikTok,Returning,0.0,140429,1123,979,73,14,689.74,98.14,1373.96,0.00799692371233862,0.014300306435137897,1.9919969843709224
2025-01-16,C01150,Email,New,0.0,10006,616,604,45,36,0.0,104.87,3775.21,0.06156306216270238,0.059602649006622516,
2025-01-16,C01150,Email,Returning,0.0,30019,1763,1721,92,138,0.0,118.45,16345.47,0.05872947133482128,0.08018593840790238,
2025-01-16,C01154,Affiliate,New,0.0,44189,833,762,56,20,124.63,81.48,1629.68,0.018850845232976532,0.026246719160104987,13.076145390355453
2025-01-16,C01154,Affiliate,Returning,0.0,29459,604,553,55,17,101.01,66.01,1122.25,0.020503072066261584,0.03074141048824593,11.11028611028611
2025-01-17,C01166,Paid Search,New,0.0,139232,2410,2123,160,73,3837.91,93.63,6834.63,0.017309239255343598,0.03438530381535563,1.7808208113269983
2025-01-17,C01166,Paid Search,Returning,0.0,59671,1261,1163,122,33,1703.54,91.66,3024.86,0.021132543446565333,0.028374892519346516,1.7756319194148655
2025-01-17,C01161,Paid Social,New,0.0,199918,2831,2563,199,42,3589.87,82.14,3450.03,0.014160805930431477,0.016387046429964885,0.9610459431678585
2025-01-17,C01161,Paid Social,Returning,0.0,85679,1075,959,86,27,1106.59,89.81,2424.86,0.012546831779082388,0.028154327424400417,2.1912903604767804
2025-01-17,C01166,TikTok,New,0.0,254039,2529,2230,222,22,1784.22,75.19,1654.24,0.009955164364526706,0.009865470852017937,0.9271502393202632
2025-01-17,C01166,TikTok,Returning,0.0,108874,827,733,76,10,699.8,53.44,534.37,0.007595936587247644,0.013642564802182811,0.7636038868248072
2025-01-17,C01161,Email,New,0.0,9863,670,615,39,30,0.0,87.84,2635.27,0.06793064990368042,0.04878048780487805,
2025-01-17,C01161,Email,Returning,0.0,29591,1734,1658,157,137,0.0,105.18,14410.23,0.058598898313676456,0.08262967430639324,
2025-01-17,C01164,Affiliate,New,0.0,49737,889,805,86,24,141.87,100.07,2401.69,0.017874017331161913,0.02981366459627329,16.928808063720307
2025-01-17,C01164,Affiliate,Returning,0.0,33158,514,487,44,13,76.61,86.96,1130.44,0.015501538090355269,0.026694045174537988,14.755776008354001
2025-01-18,C01170,Paid Search,New,0.0,164138,3448,3339,267,103,6173.01,99.8,10279.49,0.02100671386272527,0.030847559149445942,1.66523138630911
2025-01-18,C01170,Paid Search,Returning,0.0,70344,1199,1124,88,44,1889.61,110.36,4855.71,0.017044808370294554,0.03914590747330961,2.5696889834410275
2025-01-18,C01172,Paid Social,New,0.0,233524,2744,2416,135,33,2637.17,101.31,3343.07,0.011750398246004693,0.013658940397350994,1.2676733013040495
2025-01-18,C01172,Paid Social,Returning,0.0,100082,1058,862,50,19,1223.08,108.82,2067.58,0.010571331508163306,0.022041763341067284,1.690469961081859
2025-01-18,C01171,TikTok,New,0.0,269187,3419,3041,106,28,2060.73,98.91,2769.46,0.012701207710624956,0.009207497533706017,1.3439218141144158
2025-01-18,C01171,TikTok,Returning,0.0,115366,925,823,92,15,686.01,88.04,1320.59,0.008017960230917255,0.018226002430133656,1.9250302473724872
2025-01-18,C01172,Email,New,0.0,11864,776,743,62,33,0.0,86.54,2855.83,0.06540795684423466,0.04441453566621804,
2025-01-18,C01172,Email,Returning,0.0,35592,1701,1610,101,103,0.0,105.48,10864.33,0.04779163857046527,0.06397515527950311,
2025-01-18,C01175,Affiliate,New,0.0,49045,716,623,40,19,113.31,85.95,1633.12,0.014598837802018554,0.030497592295345103,14.412849704350895
2025-01-18,C01175,Affiliate,Returning,0.0,32696,520,469,34,12,65.57,97.7,1172.37,0.015904086126743332,0.0255863539445629,17.87967058105841
2025-01-19,C01186,Paid Search,New,0.0,160720,3427,3175,277,113,5550.26,85.87,9702.85,0.021322797411647585,0.03559055118110236,1.7481793645703083
2025-01-19,C01186,Paid Search,Returning,0.0,68880,1467,1351,95,48,2017.98,89.97,4318.61,0.021297909407665506,0.03552923760177646,2.14006580838264
2025-01-19,C01181,Paid Social,New,0.0,264352,2698,2318,238,35,3186.37,82.41,2884.37,0.010206088851228664,0.015099223468507334,0.9052213019831344
2025-01-19,C01181,Paid Social,Returning,0.0,113293,1249,1109,141,24,1352.08,80.52,1932.58,0.011024511664445288,0.02164111812443643,1.429338500680433
2025-01-19,C01182,TikTok,New,0.0,300363,3152,2693,231,26,2419.07,74.53,1937.78,0.01049396896421996,0.009654660230226514,0.8010433761734881
2025-01-19,C01182,TikTok,Returning,0.0,128727,1628,1372,114,14,1048.01,108.2,1514.76,0.012646919449688099,0.01020408163265306,1.4453678877109952
